"","count_bin","emis_bin","prob"
"1","1","1",4.58093518721321e-16
"2","2","1",2.15493682205345e-17
"3","1","2",1
"4","2","2",2.19441255389413e-18
"5","3","2",1.05827612575143e-17
"6","1","3",1
"7","2","3",1
"8","3","3",1.57107171322212e-17
"9","4","3",1.75758394251303e-17
"10","1","4",1
"11","2","4",1
"12","3","4",1
"13","4","4",6.88146242346242e-17
"14","5","4",1.7118343325981e-18
"15","3","5",1
"16","4","5",1
"17","5","5",0.0446760788109035
