"","count_bin","emis_bin","prob"
"1","1","1",8.38649592357381e-16
"2","2","1",7.32096145657923e-16
"3","3","1",1.14574666849892e-15
"4","1","2",9.31422502185468e-16
"5","2","2",2.23393089698753e-16
"6","3","2",1.99313583006957e-17
"7","4","2",1.04856228777102e-15
"8","1","3",0.999999999999999
"9","2","3",1.95194518121603e-15
"10","3","3",5.42607609715799e-18
"11","4","3",2.57104376609956e-16
"12","5","3",2.91675271529878e-15
"13","6","3",1.93095287872518e-15
"14","1","4",0.999999999999996
"15","2","4",0.999999999999999
"16","3","4",2.98100271894247e-15
"17","4","4",3.97833871765676e-16
"18","5","4",3.17499794007782e-16
"19","6","4",1.34129506181518e-16
"20","1","5",0.999999999999997
"21","2","5",0.999999999999995
"22","3","5",0.999999999999999
"23","4","5",5.9375818473208e-16
"24","5","5",3.18632455446292e-16
"25","6","5",2.85014428444249e-16
"26","7","5",1.65434854995951e-16
"27","1","6",0.999999999999997
"28","2","6",0.999999999999997
"29","3","6",0.999999999999995
"30","4","6",0.999999999999999
"31","5","6",2.41877301715034e-16
"32","6","6",2.50154811543802e-16
"33","7","6",3.09987726134481e-16
"34","8","6",2.95047932355627e-16
"35","2","7",0.999999999999997
"36","3","7",0.999999999999994
"37","4","7",0.999999999999992
"38","5","7",0.179757085020205
"39","6","7",2.47142796846067e-18
"40","7","7",1.80597825567157e-17
"41","8","7",2.95575604546853e-17
"42","9","7",1.39600436085779e-17
"43","3","8",0.999999999999992
"44","4","8",0.999999999999995
"45","5","8",0.999999999999992
"46","6","8",0.999999999999996
"47","7","8",1.44030058950728e-14
"48","8","8",1.43751172558811e-14
"49","9","8",1.21119395195501e-14
"50","5","9",0.999999999999996
"51","6","9",0.999999999999992
"52","7","9",0.999999999999997
"53","8","9",1.04393313268938e-14
"54","9","9",1.04386439112218e-14
"55","10","9",5.08747313074679e-15
"56","5","10",0.999999999999996
"57","6","10",0.999999999999998
"58","7","10",0.999999999999998
"59","8","10",0.999999999999998
"60","9","10",8.85242080732362e-16
"61","10","10",2.20913026160822e-19
