"","count_bin","emis_bin","prob"
"1","1","1",2.75829314256309e-16
"2","2","1",1.24305636149133e-18
"3","1","2",1
"4","2","2",1.03584649398585e-18
"5","3","2",1.35198242101147e-18
"6","2","3",2.03246878926742e-15
"7","3","3",2.1396126172957e-19
"8","4","3",2.14553334435486e-17
"9","2","4",1
"10","3","4",2.68417805750291e-16
"11","4","4",7.92965649570722e-18
"12","5","4",2.68845102944614e-17
"13","3","5",1
"14","4","5",0.666987489190259
"15","5","5",1.14044693082248e-18
