"","count_bin","emis_bin","prob"
"1","1","1",1.5775891064914e-20
"2","2","1",3.24083033172436e-20
"3","1","2",1
"4","2","2",3.92167553747176e-22
"5","3","2",1.94345810372567e-21
"6","2","3",7.72267633041113e-24
"7","3","3",1.94280819697555e-21
"8","4","3",1.2818720048642e-19
"9","2","4",1
"10","3","4",3.12838205052009e-22
"11","4","4",3.38938865900468e-21
"12","5","4",1.72919748893876e-20
"13","3","5",1
"14","4","5",0.296809061967869
"15","5","5",8.51163475325565e-21
