"","count_bin","emis_bin","prob"
"1","1","1",1.13180618459161e-15
"2","2","1",6.75971250285118e-16
"3","1","2",1
"4","2","2",1.2677457777722e-15
"5","3","2",2.09293758752991e-15
"6","2","3",1
"7","3","3",4.59256946743436e-18
"8","4","3",3.80347897560676e-16
"9","2","4",1
"10","3","4",1
"11","4","4",5.01064069287231e-12
"12","5","4",8.69603029014253e-16
"13","3","5",1
"14","4","5",1
"15","5","5",0.058903576574019
